date,block,plot,bg,sp.type,sp.diam.1,sp.diam.2,sp.tillers,sp.seeds.per.tiller,notes
2024-04-30,9,2,S_s low,phyto,,,,,
2024-04-30,9,3,A high,phyto,,,,,
2024-04-30,9,4,control,phyto,,,,,
2024-04-30,9,5,S_P high,phyto,,,,,Gopher damage to background SP
2024-04-30,9,5,S_P high,big,,,,,
2024-04-30,9,5,S_P high,big,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,5,S_P high,med,,,,,
2024-04-30,9,6,S_P low,phyto,,,,,Gopher damage to background SP
2024-04-30,9,6,S_P low,big,,,,,
2024-04-30,9,6,S_P low,med,,,,,
2024-04-30,9,6,S_P low,med,,,,,
2024-04-30,9,6,S_P low,med,,,,,
2024-04-30,9,6,S_P low,med,,,,,
2024-04-30,9,6,S_P low,med,,,,,
2024-04-30,9,7,S_s high,phyto,,,,,
2024-04-30,9,8,control,phyto,,,,,
2024-04-30,9,9,S_P high,big,,,,,
2024-04-30,9,9,S_P high,big,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,9,S_P high,med,,,,,
2024-04-30,9,10,S_P high,big,,,,,
2024-04-30,9,10,S_P high,big,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-04-30,9,10,S_P high,med,,,,,
2024-05-01,10,1,S_s high,phyto,19,21,33,16,
2024-05-01,10,2,S_s low,phyto,31,26,39,26,
2024-05-01,10,3,control,phyto,15,19,9,14,
2024-05-01,10,4,S_P low,phyto,13,13,10,15,
2024-05-01,10,4,S_P low,big,20,21,9,26,
2024-05-01,10,4,S_P low,med,13,12,15,18,
2024-05-01,10,4,S_P low,med,7,10,2,7,
2024-05-01,10,4,S_P low,med,22,23,46,26,
2024-05-01,10,4,S_P low,med,17,14,2,im,
2024-05-01,10,4,S_P low,med,6,9,0,,
2024-05-01,10,5,S_P high,phyto,7,8,3,12,
2024-05-01,10,5,S_P high,big,13,11,9,16,
2024-05-01,10,5,S_P high,big,23,22,21,23,
2024-05-01,10,5,S_P high,med,10,9,5,21,
2024-05-01,10,5,S_P high,med,18,17,24,43,
2024-05-01,10,5,S_P high,med,15,18,24,59,
2024-05-01,10,5,S_P high,med,8,10,6,15,
2024-05-01,10,5,S_P high,med,8,8,6,11,
2024-05-01,10,5,S_P high,med,18,16,29,12,
2024-05-01,10,5,S_P high,med,25,22,34,35,
2024-05-01,10,5,S_P high,med,15,16,25,17,
2024-05-01,10,5,S_P high,med,24,22,38,36,
2024-05-01,10,5,S_P high,med,,,,,dead
2024-05-01,10,6,A high,phyto,20,19,26,21,
2024-05-01,10,7,control,phyto,22,23,21,27,
2024-05-01,10,8,A low,phyto,15,17,19,13,
2024-05-01,10,9,S_P high,big,11,11,2,15,Gopher damage
2024-05-01,10,9,S_P high,big,,,,,dead
2024-05-01,10,9,S_P high,med,12,13,2,im,
2024-05-01,10,9,S_P high,med,14,12,8,24,
2024-05-01,10,9,S_P high,med,24,23,28,33,
2024-05-01,10,9,S_P high,med,13,12,8,14,
2024-05-01,10,9,S_P high,med,16,15,15,16,
2024-05-01,10,9,S_P high,med,12,11,14,16,
2024-05-01,10,9,S_P high,med,,,,,dead
2024-05-01,10,9,S_P high,med,,,,,dead
2024-05-01,10,9,S_P high,med,,,,,dead
2024-05-01,10,9,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,big,20,24,63,28,Gopher damage
2024-05-01,10,10,S_P high,big,,,,,dead
2024-05-01,10,10,S_P high,med,15,16,24,20,
2024-05-01,10,10,S_P high,med,20,21,53,46,
2024-05-01,10,10,S_P high,med,15,13,26,49,
2024-05-01,10,10,S_P high,med,22,20,57,21,
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,10,10,S_P high,med,,,,,dead
2024-05-01,11,1,control,phyto,16,15,19,12,
2024-05-01,11,2,S_P low,phyto,11,12,11,23,
2024-05-01,11,2,S_P low,big,18,17,40,28,
2024-05-01,11,2,S_P low,med,17,18,30,30,
2024-05-01,11,2,S_P low,med,19,16,44,33,
2024-05-01,11,2,S_P low,med,14,13,9,15,
2024-05-01,11,2,S_P low,med,12,13,12,15,
2024-05-01,11,2,S_P low,med,17,16,29,23,
2024-05-01,11,3,control,phyto,20,21,34,32,
2024-05-01,11,4,S_s low,phyto,14,12,8,27,
2024-05-01,11,5,S_P high,phyto,9,11,14,20,
2024-05-01,11,5,S_P high,big,17,15,23,20,
2024-05-01,11,5,S_P high,big,20,17,28,27,
2024-05-01,11,5,S_P high,med,22,18,30,22,
2024-05-01,11,5,S_P high,med,14,15,27,25,
2024-05-01,11,5,S_P high,med,13,11,11,23,
2024-05-01,11,5,S_P high,med,12,13,21,19,
2024-05-01,11,5,S_P high,med,17,14,12,16,
2024-05-01,11,5,S_P high,med,11,10,9,21,
2024-05-01,11,5,S_P high,med,13,13,16,22,
2024-05-01,11,5,S_P high,med,14,16,8,16,
2024-05-01,11,5,S_P high,med,14,12,6,15,
2024-05-01,11,5,S_P high,med,10,13,10,16,
2024-05-01,11,6,S_s high,phyto,14,13,10,57,
2024-05-01,11,7,A low,phyto,,,,,"dead, gopher"
2024-05-01,11,8,A high,phyto,,,,,
2024-05-01,11,9,S_P high,big,,,,,"Gopher damage, drop"
2024-05-01,11,9,S_P high,big,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,9,S_P high,med,,,,,
2024-05-01,11,10,S_P high,big,,,,,"Gopher damage, drop "
2024-05-01,11,10,S_P high,big,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,11,10,S_P high,med,,,,,
2024-05-01,12,1,control,phyto,7,8,0,,
2024-05-01,12,2,A high,phyto,,,,,"Gopher?, dead"
2024-05-01,12,3,S_P high,phyto,,,,,"Gopher damage, dead"
2024-05-01,12,3,S_P high,big,,,,,dead
2024-05-01,12,3,S_P high,big,,,,,dead
2024-05-01,12,3,S_P high,med,12,11,10,16,
2024-05-01,12,3,S_P high,med,18,19,27,24,
2024-05-01,12,3,S_P high,med,18,15,17,15,
2024-05-01,12,3,S_P high,med,10,9,0,,
2024-05-01,12,3,S_P high,med,3,4,0,,
2024-05-01,12,3,S_P high,med,10,8,2,im,
2024-05-01,12,3,S_P high,med,4,6,5,23,
2024-05-01,12,3,S_P high,med,,,,,dead
2024-05-01,12,3,S_P high,med,,,,,dead
2024-05-01,12,3,S_P high,med,,,,,dead
2024-05-01,12,4,S_P low,phyto,13,14,7,11,
2024-05-01,12,4,S_P low,big,18,19,16,28,
2024-05-01,12,4,S_P low,med,21,20,11,30,
2024-05-01,12,4,S_P low,med,18,19,14,49,
2024-05-01,12,4,S_P low,med,,,,,dead
2024-05-01,12,4,S_P low,med,,,,,"Gopher?, dead"
2024-05-01,12,4,S_P low,med,,,,,dead
2024-05-01,12,5,S_s low,phyto,16,15,13,28,
2024-05-01,12,6,A low,phyto,6,6,3,25,
2024-05-01,12,7,control,phyto,,,,,dead
2024-05-02,12,8,S_s high,phyto,18,13,22,31,
2024-05-02,12,9,S_P high,big,12,11,9,22,
2024-05-02,12,9,S_P high,big,24,26,41,40,
2024-05-02,12,9,S_P high,med,7,6,3,17,
2024-05-02,12,9,S_P high,med,13,14,12,25,
2024-05-02,12,9,S_P high,med,18,15,16,31,
2024-05-02,12,9,S_P high,med,13,15,14,13,
2024-05-02,12,9,S_P high,med,8,12,10,13,
2024-05-02,12,9,S_P high,med,17,15,18,27,
2024-05-02,12,9,S_P high,med,12,13,14,26,
2024-05-02,12,9,S_P high,med,16,17,23,29,
2024-05-02,12,9,S_P high,med,,,,,dead
2024-05-02,12,9,S_P high,med,,,,,dead
2024-05-02,12,10,S_P high,big,,,,,Gopher
2024-05-02,12,10,S_P high,big,2,2,0,NA,mostly dead (gopher)
2024-05-02,12,10,S_P high,med,12,12,5,13,
2024-05-02,12,10,S_P high,med,13,11,3,15,
2024-05-02,12,10,S_P high,med,14,11,8,19,
2024-05-02,12,10,S_P high,med,2,2,0,NA,
2024-05-02,12,10,S_P high,med,21,14,17,16,
2024-05-02,12,10,S_P high,med,19,13,9,28,
2024-05-02,12,10,S_P high,med,1,1,0,NA,mostly dead (gopher)
2024-05-02,12,10,S_P high,med,,,,,dead
2024-05-02,12,10,S_P high,med,,,,,dead
2024-05-02,12,10,S_P high,med,,,,,dead
2024-05-02,13,1,S_s high,phyto,13,11,10,16,
2024-05-02,13,2,control,phyto,20,17,26,18,
2024-05-02,13,3,S_P low,phyto,17,15,28,24,
2024-05-02,13,3,S_P low,big,14,16,16,12,
2024-05-02,13,3,S_P low,med,7,7,10,15,
2024-05-02,13,3,S_P low,med,9,8,11,16,
2024-05-02,13,3,S_P low,med,16,17,34,18,
2024-05-02,13,3,S_P low,med,15,13,7,11,
2024-05-02,13,3,S_P low,med,16,15,22,18,
2024-05-02,13,4,control,phyto,25,18,28,10,
2024-05-02,13,5,A low,phyto,12,13,14,10,
2024-05-02,13,6,S_P high,phyto,12,10,10,22,
2024-05-02,13,6,S_P high,big,,,,,dead
2024-05-02,13,6,S_P high,big,17,16,27,43,
2024-05-02,13,6,S_P high,med,26,16,28,12,
2024-05-02,13,6,S_P high,med,22,14,15,28,
2024-05-02,13,6,S_P high,med,1,2,0,NA,
2024-05-02,13,6,S_P high,med,7,6,4,18,
2024-05-02,13,6,S_P high,med,7,7,3,15,
2024-05-02,13,6,S_P high,med,10,10,4,25,
2024-05-02,13,6,S_P high,med,15,12,22,18,
2024-05-02,13,6,S_P high,med,8,8,3,9,
2024-05-02,13,6,S_P high,med,,,,,dead
2024-05-02,13,6,S_P high,med,,,,,dead
2024-05-02,13,7,A high,phyto,14,15,18,18,
2024-05-02,13,8,S_s low,phyto,25,28,43,100,
2024-05-02,13,9,S_P high,big,22,17,38,32,
2024-05-02,13,9,S_P high,big,21,14,28,38,
2024-05-02,13,9,S_P high,med,25,18,45,48,
2024-05-02,13,9,S_P high,med,5,6,3,20,
2024-05-02,13,9,S_P high,med,16,15,9,28,
2024-05-02,13,9,S_P high,med,9,10,11,28,
2024-05-02,13,9,S_P high,med,11,11,17,12,
2024-05-02,13,9,S_P high,med,9,7,4,21,
2024-05-02,13,9,S_P high,med,8,8,3,27,
2024-05-02,13,9,S_P high,med,23,19,41,48,
2024-05-02,13,9,S_P high,med,11,11,9,22,
2024-05-02,13,9,S_P high,med,16,14,23,40,
2024-05-02,13,10,S_P high,big,17,17,25,34,
2024-05-02,13,10,S_P high,big,17,20,24,26,
2024-05-02,13,10,S_P high,med,17,18,28,22,
2024-05-02,13,10,S_P high,med,13,12,21,74,
2024-05-02,13,10,S_P high,med,14,13,19,8,
2024-05-02,13,10,S_P high,med,10,13,11,32,
2024-05-02,13,10,S_P high,med,14,15,23,26,
2024-05-02,13,10,S_P high,med,11,11,9,19,
2024-05-02,13,10,S_P high,med,14,13,13,37,
2024-05-02,13,10,S_P high,med,15,13,23,27,
2024-05-02,13,10,S_P high,med,17,14,19,28,
2024-05-02,13,10,S_P high,med,20,21,34,22,
2024-05-02,14,1,S_P high,phyto,11,17,28,51,
2024-05-02,14,1,S_P high,big,28,25,80,19,
2024-05-02,14,1,S_P high,big,20,19,41,45,
2024-05-02,14,1,S_P high,med,21,23,32,24,
2024-05-02,14,1,S_P high,med,17,19,30,16,
2024-05-02,14,1,S_P high,med,16,16,14,34,
2024-05-02,14,1,S_P high,med,17,18,36,39,
2024-05-02,14,1,S_P high,med,13,16,21,43,
2024-05-02,14,1,S_P high,med,20,18,48,21,
2024-05-02,14,1,S_P high,med,24,26,63,46,
2024-05-02,14,1,S_P high,med,,,,,dead
2024-05-02,14,1,S_P high,med,,,,,dead
2024-05-02,14,1,S_P high,med,,,,,dead
2024-05-02,14,2,A low,phyto,29,26,62,31,
2024-05-02,14,3,S_P low,phyto,8,12,8,27,
2024-05-02,14,3,S_P low,big,27,28,52,22,
2024-05-02,14,3,S_P low,med,20,18,33,14,
2024-05-02,14,3,S_P low,med,13,14,16,32,
2024-05-02,14,3,S_P low,med,14,13,5,33,
2024-05-02,14,3,S_P low,med,25,26,79,40,
2024-05-02,14,3,S_P low,med,12,13,15,10,
2024-05-02,14,4,S_s low,phyto,,,,,dead
2024-05-02,14,5,A high,phyto,24,25,42,22,
2024-05-02,14,6,control,phyto,32,31,81,50,
2024-05-02,14,7,control,phyto,29,29,47,38,
2024-05-02,14,8,S_s high,phyto,17,19,21,18,
2024-05-02,14,9,S_P high,big,21,19,27,22,
2024-05-02,14,9,S_P high,big,11,15,10,27,
2024-05-02,14,9,S_P high,med,21,22,34,35,
2024-05-02,14,9,S_P high,med,7,6,3,27,
2024-05-02,14,9,S_P high,med,9,8,10,26,
2024-05-02,14,9,S_P high,med,15,14,18,21,
2024-05-02,14,9,S_P high,med,22,19,42,17,
2024-05-02,14,9,S_P high,med,18,20,43,24,
2024-05-02,14,9,S_P high,med,15,12,18,20,
2024-05-02,14,9,S_P high,med,15,14,11,53,
2024-05-02,14,9,S_P high,med,,,,,dead
2024-05-02,14,9,S_P high,med,,,,,dead
2024-05-02,14,10,S_P high,big,19,17,26,29,
2024-05-02,14,10,S_P high,big,13,15,11,25,
2024-05-02,14,10,S_P high,med,15,14,21,29,
2024-05-02,14,10,S_P high,med,9,8,4,25,
2024-05-02,14,10,S_P high,med,11,10,5,12,
2024-05-02,14,10,S_P high,med,10,10,10,18,
2024-05-02,14,10,S_P high,med,15,11,16,20,
2024-05-02,14,10,S_P high,med,16,17,40,17,
2024-05-02,14,10,S_P high,med,14,13,13,32,
2024-05-02,14,10,S_P high,med,17,15,37,11,
2024-05-02,14,10,S_P high,med,10,12,14,17,
2024-05-02,14,10,S_P high,med,17,14,30,20,
2024-05-02,15,1,control,phyto,26,18,22,21,
2024-05-02,15,2,S_s low,phyto,15,11,11,17,
2024-05-02,15,3,S_P low,phyto,11,12,0,NA,
2024-05-02,15,3,S_P low,big,17,14,7,25,
2024-05-02,15,3,S_P low,med,24,20,33,24,
2024-05-02,15,3,S_P low,med,17,15,22,16,
2024-05-02,15,3,S_P low,med,23,19,19,13,
2024-05-02,15,3,S_P low,med,13,13,4,8,
2024-05-02,15,3,S_P low,med,19,17,31,20,
2024-05-02,15,4,A low,phyto,16,14,14,16,
2024-05-02,15,5,control,phyto,20,15,15,15,
2024-05-02,15,6,A high,phyto,21,16,6,9,
2024-05-02,15,7,S_P high,phyto,14,10,3,13,
2024-05-02,15,7,S_P high,big,16,13,14,20,
2024-05-02,15,7,S_P high,big,19,18,47,23,
2024-05-02,15,7,S_P high,med,14,10,6,10,
2024-05-02,15,7,S_P high,med,12,12,13,16,
2024-05-02,15,7,S_P high,med,16,10,29,33,
2024-05-02,15,7,S_P high,med,15,12,9,27,
2024-05-02,15,7,S_P high,med,13,13,1,19,
2024-05-02,15,7,S_P high,med,11,9,5,18,
2024-05-02,15,7,S_P high,med,14,16,12,25,
2024-05-02,15,7,S_P high,med,12,16,2,13,
2024-05-02,15,7,S_P high,med,11,10,5,13,
2024-05-02,15,7,S_P high,med,9,10,17,19,
2024-05-02,15,8,S_s high,phyto,20,19,15,10,
2024-05-02,15,9,S_P high,big,13,15,12,24,
2024-05-02,15,9,S_P high,big,18,14,11,27,
2024-05-02,15,9,S_P high,med,18,13,19,8,
2024-05-02,15,9,S_P high,med,9,9,4,11,
2024-05-02,15,9,S_P high,med,13,16,18,15,
2024-05-02,15,9,S_P high,med,12,10,8,19,
2024-05-02,15,9,S_P high,med,12,12,14,17,
2024-05-02,15,9,S_P high,med,15,14,16,20,
2024-05-02,15,9,S_P high,med,17,14,20,17,
2024-05-02,15,9,S_P high,med,14,14,7,10,
2024-05-02,15,9,S_P high,med,10,11,8,23,
2024-05-02,15,9,S_P high,med,,,,,dead
2024-05-02,15,10,S_P high,big,14,12,4,15,
2024-05-02,15,10,S_P high,big,22,17,17,21,
2024-05-02,15,10,S_P high,med,14,11,9,18,
2024-05-02,15,10,S_P high,med,10,8,3,17,
2024-05-02,15,10,S_P high,med,16,12,9,10,
2024-05-02,15,10,S_P high,med,11,11,9,22,
2024-05-02,15,10,S_P high,med,7,7,5,14,
2024-05-02,15,10,S_P high,med,10,10,9,13,
2024-05-02,15,10,S_P high,med,11,9,5,14,
2024-05-02,15,10,S_P high,med,16,16,14,21,
2024-05-02,15,10,S_P high,med,6,6,3,12,
2024-05-02,15,10,S_P high,med,7,7,10,29,
2024-05-02,16,1,S_s high,phyto,18,14,3,16,
2024-05-02,16,2,control,phyto,15,12,8,12,
2024-05-02,16,3,S_P high,phyto,12,13,4,18,
2024-05-02,16,3,S_P high,big,23,16,35,17,
2024-05-02,16,3,S_P high,big,17,15,14,14,
2024-05-02,16,3,S_P high,med,12,9,3,11,
2024-05-02,16,3,S_P high,med,15,14,5,18,
2024-05-02,16,3,S_P high,med,16,13,10,37,
2024-05-02,16,3,S_P high,med,10,9,8,22,
2024-05-02,16,3,S_P high,med,10,9,9,15,
2024-05-02,16,3,S_P high,med,13,12,10,18,
2024-05-02,16,3,S_P high,med,12,11,7,15,
2024-05-02,16,3,S_P high,med,15,12,8,10,
2024-05-02,16,3,S_P high,med,17,14,15,21,
2024-05-02,16,3,S_P high,med,13,13,9,17,
2024-05-02,16,4,S_P low,phyto,13,11,8,13,
2024-05-02,16,4,S_P low,big,19,15,15,26,
2024-05-02,16,4,S_P low,med,13,13,5,12,
2024-05-02,16,4,S_P low,med,10,11,1,im,
2024-05-02,16,4,S_P low,med,15,10,16,20,
2024-05-02,16,4,S_P low,med,23,18,17,30,
2024-05-02,16,4,S_P low,med,,,,,dead
2024-05-02,16,5,S_s low,phyto,11,10,2,21,
2024-05-02,16,6,A high,phyto,17,16,14,17,
2024-05-02,16,7,A low,phyto,23,20,14,12,
2024-05-02,16,8,control,phyto,16,13,14,13,
2024-05-02,16,9,S_P high,big,16,16,12,15,
2024-05-02,16,9,S_P high,big,23,19,14,14,
2024-05-02,16,9,S_P high,med,11,7,2,9,
2024-05-02,16,9,S_P high,med,14,11,4,20,
2024-05-02,16,9,S_P high,med,6,7,1,im,
2024-05-02,16,9,S_P high,med,16,15,29,13,
2024-05-02,16,9,S_P high,med,13,12,3,16,
2024-05-02,16,9,S_P high,med,20,16,21,17,
2024-05-02,16,9,S_P high,med,12,9,15,19,
2024-05-02,16,9,S_P high,med,12,10,1,11,
2024-05-02,16,9,S_P high,med,12,13,13,10,
2024-05-02,16,9,S_P high,med,15,13,24,19,
2024-05-02,16,10,S_P high,big,21,18,8,9,
2024-05-02,16,10,S_P high,big,30,23,25,10,
2024-05-02,16,10,S_P high,med,9,12,3,10,
2024-05-02,16,10,S_P high,med,14,13,12,13,
2024-05-02,16,10,S_P high,med,18,14,27,20,
2024-05-02,16,10,S_P high,med,12,10,6,21,
2024-05-02,16,10,S_P high,med,20,18,20,28,
2024-05-02,16,10,S_P high,med,14,12,9,21,
2024-05-02,16,10,S_P high,med,23,21,44,30,
2024-05-02,16,10,S_P high,med,20,21,45,31,
2024-05-02,16,10,S_P high,med,15,13,6,16,
2024-05-02,16,10,S_P high,med,8,9,1,im,